time,lon,lat,speed,heading,xcourse,ycourse,zcourse,rudder_command,rudder,delta,psi,thrust,-rudder,x0,y0
190.0,119.16182782840062,26.06747174072306,1.0970268296955115,43.29816668455302,0.9161759288727757,-0.12414528688983739,44.35782754994367,10.0,-27.54908334227651,0.48082221022904903,0.7556955687227672,0.0,27.54908334227651,94.42545881913975,-15.660189597983845
190.5,119.16182925555646,26.06747451111289,1.096192304932218,43.75304811242971,0.9232864083809881,0.038117537801009196,44.935333680404185,10.0,-27.847701451226452,0.4860340794363047,0.7636347473453886,0.0,27.847701451226452,94.72847806336358,-15.508187559840735
191.0,119.16182957070164,26.067475570701628,1.0997256487562688,43.937127888849375,0.9135214307703565,-0.6283476221269833,44.80725477511443,10.0,-28.517171098465212,0.49771852902278607,0.7668475455302468,0.0,28.517171098465212,94.84505485137925,-15.473158139968291
191.5,119.16183099550824,26.067477660677707,1.1056859971125177,43.64062965939131,0.9065003042349049,-0.05894152932633991,44.59907987588785,10.0,-29.484736705736204,0.5146057345987232,0.7616726751998699,0.0,29.484736705736204,95.07262376509607,-15.32361614605179
192.0,119.16183234733057,26.067479694661348,1.1154095663867734,43.3398792081921,0.9020382294227718,0.23891908423058633,43.95865413579263,10.0,-30.05997660239701,0.5246455647842863,0.7564235895995852,0.0,30.05997660239701,95.29419869882986,-15.181567328982055
192.5,119.1618336439396,26.067481965909355,1.12215656780208,42.951388770969984,0.8864329367042625,-0.32809503114265465,42.88861003626135,10.0,-30.599089461435568,0.5340548592143491,0.7496431523575467,0.0,30.599089461435568,95.54224908258766,-15.044272896309849
193.0,119.16183572284766,26.067483722847648,1.1257204782219783,41.4882693575056,0.9192570651082846,-0.03161630301091747,41.66288583663146,10.0,-31.770579907105137,0.5545012246469389,0.7241069012427451,0.0,31.770579907105137,95.73095281608403,-14.830305140581913
193.5,119.16183866911312,26.06748733822625,1.13346503071139,40.04047860378914,0.8557659933716977,0.47940967132646356,40.38977072145508,10.0,-31.623163129208155,0.5519283164999553,0.6988381857104626,0.0,31.623163129208155,96.12319454411045,-14.52338650089223
194.0,119.16183981863564,26.06748877667718,1.1583774402354006,38.45943281843243,0.828363373736855,-0.10264271580200135,38.47406655177189,10.0,-31.36290741225391,0.5473859973419654,0.6712437311312085,0.0,31.36290741225391,96.27932284679264,-14.403547226102091
194.5,119.16184197339071,26.067490199859407,1.1761126678038867,36.35724250910423,0.8170964892783426,0.11170820984269514,36.3579273577976,10.0,-31.483412016436017,0.5494891994487556,0.6345535887299132,0.0,31.483412016436017,96.43078936403617,-14.18307394371368
