 HSVA, experimental data CPMC
 KVLCC2
 Z10°/10° starting to port
 Time series of motions
       .000000000        2.343725300         .000549320        -.043868240        1.179822890        -.000523350        -.024352905        -.030320070        -.012207000       10.229500000       41.182000000        1.025800000
       .050000000        2.402707400         .000499320        -.043903760        1.180106250        -.000320740        -.021978491        -.039728510        -.012207000       10.229500000       41.285000000        1.026400000
       .100000000        2.461714300         .000477140        -.043922910        1.180031450        -.000445470        -.019699261        -.056214480        -.012207000       10.229500000       41.333000000        1.026370000
       .150000000        2.520721600         .000477140        -.043933230        1.179735940        -.000562200        -.017576765        -.073721300        -.012207000       10.229500000       41.335000000        1.025810000
       .200000000        2.579726000         .000427140        -.043938790        1.179476400        -.000339540        -.015665784        -.080966740        -.012207000       10.229500000       41.407000000        1.027340000
       .250000000        2.638671700         .000405210        -.043941790        1.179130750        -.000582100        -.014013877        -.090032110        -.012207000       10.229500000       41.592000000        1.030520000
       .300000000        2.697638000         .000405210        -.043943410        1.178684830        -.000726520        -.012661298        -.105043860        -.012207000       10.229500000       41.870000000        1.035520000
       .350000000        2.756548700         .000333270        -.043944280        1.178752000        -.000624500        -.011641154        -.120128330        -.012207000       10.229500000       41.966000000        1.037220000
       .400000000        2.815463500         .000311340        -.043944750        1.178586770        -.000984070        -.010979663        -.126546180        -.012207000       10.229500000       41.913000000        1.035770000
       .450000000        2.874406800         .000267470        -.043945000        1.178131810        -.001183400        -.010696413        -.130509290        -.012207000       10.229500000       41.811000000        1.033460000
       .500000000        2.933302400         .000173360        -.043945140        1.177846950        -.001056760        -.010804512        -.132546930        -.012207000       10.229500000       41.813000000        1.033590000
       .550000000        2.992168800         .000129490        -.043945210        1.177930700        -.000918370        -.011310607        -.133660840        -.012207000       10.229500000       41.873000000        1.034890000
       .600000000        3.051048800         .000063690        -.043945250        1.178062660        -.000858080        -.012214787        -.134260800        -.012207000       10.229500000       42.039000000        1.036870000
       .650000000        3.109961600         .000047650        -.043945270        1.177906320        -.000667510        -.013510417        -.123075050        -.012207000       10.229500000       42.336000000        1.040070000
       .700000000        3.168883000         .000003780        -.043945290        1.177692650        -.000481690        -.015184016        -.108727420        -.012207000       10.229500000       42.672000000        1.045050000
       .750000000        3.227749900         .000009670        -.043945290        1.177759300        -.000337620        -.017215309        -.100578740        -.012207000       10.229500000       42.819000000        1.047030000
       .800000000        3.286615600        -.000034200        -.043945300        1.177736830        -.000176370        -.019577575        -.096049420        -.012207000       10.229500000       42.921000000        1.048240000
       .850000000        3.345519300        -.000006130        -.043945300        1.177379360        -.000344860        -.022238417        -.087192980        -.012207000       10.229500000       42.996000000        1.049620000
       .900000000        3.404413400        -.000028070        -.043945300        1.176763700        -.000342480        -.025161015        -.072676340        -.012207000       10.229500000       43.062000000        1.050710000
       .950000000        3.463238300        -.000050000        -.043945300        1.176411730         .000031020        -.028305896        -.059896620        -.012207000       10.229500000       43.057000000        1.050730000
      1.000000000        3.522035900        -.000072170        -.043945300        1.176427170         .000244710        -.031633151        -.045164500        -.012207000       10.229500000       43.083000000        1.051280000
      1.050000000        3.580833700        -.000022170        -.043945300        1.176330940        -.000178960        -.035104980        -.028011300        -.012207000       10.229500000       43.027000000        1.051310000
      1.100000000        3.639654200        -.000022170        -.043945300        1.176469590         .000007490        -.038688383        -.011700510        -.012207000       10.229500000       42.861000000        1.048610000
      1.150000000        3.698456700        -.000072170        -.043945300        1.176563930        -.000391700        -.042357754         .006868520         .036621100       10.229500000       42.809000000        1.048090000
      1.200000000        3.757310900        -.000022170        -.043945300        1.176273520        -.000427900        -.046097128         .023787640         .170898000       10.229500000       42.905000000        1.049930000
      1.250000000        3.816125900        -.000094110        -.043945300        1.176396070        -.000156080        -.049901839         .040221390         .378418000       10.229500000       43.027000000        1.052480000
      1.300000000        3.874913400        -.000094110        -.050526890        1.176287860        -.000092240        -.053779374         .058582530         .671387000       10.229500000       43.087000000        1.054130000
      1.350000000        3.933775800        -.000044110        -.063758710        1.176005160         .000004700        -.057749315         .071188340        1.074220000       10.229500000       43.042000000        1.054210000
      1.400000000        3.992564500        -.000094110        -.075862280        1.176113410         .000064170        -.061842297         .086448950        1.538090000       10.229500000       42.948000000        1.052150000
      1.450000000        4.051353200        -.000094110        -.081238230        1.175863470         .000063520        -.066098060         .103660150        2.099610000       10.229500000       42.908000000        1.050570000
      1.500000000        4.110176000        -.000072170        -.084331650        1.176039260         .000021360        -.070562739         .115769810        2.685550000       10.229500000       42.958000000        1.050040000
      1.550000000        4.168931700        -.000072170        -.085976920        1.176064420         .000024580        -.075285621         .121744510        3.356930000       10.229500000       43.019000000        1.050940000
      1.600000000        4.227738100        -.000072170        -.086856260        1.176228510         .000009440        -.080315668         .124938500        4.162600000       10.229500000       43.018000000        1.050660000
      1.650000000        4.286576100        -.000072170        -.087334390        1.176371480         .000006760        -.085698109         .138198350        4.895020000       10.229500000       43.009000000        1.050290000
      1.700000000        4.345385500        -.000072170        -.087590370        1.176541080         .000252670        -.091471404         .153647600        5.737300000       10.229500000       42.985000000        1.048900000
      1.750000000        4.404233400        -.000072170        -.087728870        1.176584920         .000316620        -.097664834         .162395270        6.469730000       10.229500000       42.975000000        1.048930000
      1.800000000        4.463058600        -.000022170        -.087803390        1.176815570         .000519560        -.104296898         .155737880        7.116700000       10.229500000       42.982000000        1.049350000
      1.850000000        4.521893800        -.000022170        -.087843600        1.176662650         .000925930        -.111374612         .143664330        7.788090000       10.229500000       43.077000000        1.051460000
      1.900000000        4.580749900         .000050000        -.087865260        1.176841690         .001061640        -.118893712         .136800020        8.325190000       10.229500000       43.213000000        1.052690000
      1.950000000        4.639558100         .000121930        -.092161860        1.176764570         .001525740        -.126839666         .132946480        8.764650000       10.229500000       43.370000000        1.054930000
      2.000000000        4.698415500         .000193870        -.104798520        1.176498770         .001449190        -.135189343         .126755300        9.179690000       10.229500000       43.444000000        1.055710000
      2.050000000        4.757264200         .000259670        -.118547610        1.176230190         .001637900        -.143913122         .113038270        9.484860000       10.229500000       43.459000000        1.056510000
      2.100000000        4.816031500         .000347650        -.124255130        1.176451100         .001814480        -.152977209         .098723480        9.716800000       10.229500000       43.473000000        1.056850000
      2.150000000        4.874838200         .000435630        -.127833740        1.175904290         .001994500        -.162345943         .083719090        9.875490000       10.229500000       43.560000000        1.058810000
      2.200000000        4.933672000         .000545300        -.138651740        1.176252380         .001719640        -.171983875         .066112470        9.936520000       10.229500000       43.672000000        1.061410000
      2.250000000        4.992449100         .000655210        -.153515910        1.176314990         .001824720        -.181857484         .047336990        9.960940000       10.229500000       43.780000000        1.064750000
      2.300000000        5.051269600         .000693190        -.164329530        1.176279630         .002245620        -.191936415         .028052790        9.960940000       10.229500000       43.821000000        1.065390000
      2.350000000        5.110090100         .000825030        -.169621360        1.176353090         .002202890        -.202194222         .008434260        9.960940000       10.229500000       44.027000000        1.068460000
      2.400000000        5.168932700         .000978810        -.172442510        1.176675450         .002304180        -.212608608        -.011343570        9.973140000       10.229500000       44.269000000        1.071760000
      2.450000000        5.227752900         .001060660        -.185502710        1.176509180         .002466180        -.223161248        -.033405800        9.973140000       10.229500000       44.377000000        1.072880000
      2.500000000        5.286595900         .001198630        -.200844120        1.176319280         .002656320        -.233837269        -.053898270        9.973140000       10.229500000       44.291000000        1.070250000
      2.550000000        5.345397700         .001336370        -.209533700        1.176177730         .002577470        -.244624510        -.076659990        9.973140000       10.229500000       44.130000000        1.066830000
      2.600000000        5.404206800         .001452410        -.223340810        1.176390190         .002556300        -.255512676        -.097452050        9.973140000       10.229500000       43.892000000        1.062620000
      2.650000000        5.463006600         .001562320        -.239634180        1.176014930         .002539210        -.266492479        -.116113020        9.973140000       10.229500000       43.650000000        1.059250000
